ACNO|BARCODE|CALLNO1|CALLNO2|CALLNO3|TITLE|STATUS|PUBER|AUTHOR_NAME|GMD|PM|BOOK_LAN|SUBJECT
C11458| | 541.32| | 0023| 龍的文化| A| 明窗| 廉正明| B| am| chi| Others
C11509| | 541.32| | 0023| 龍的文化| A| 明窗| 廉正明| B| am| chi| Others
C19943| | 541.4| | 2008| 全球化的故事 : 商人 、傳教士、探險家與戰士如何形塑今日世界| A| 八旗文化| Nayan Chanda| B| am| chi| Liberal  Studies
C12737| | 541.4| | 4020| 麥兜十萬個為甚麼 - 社會文化篇| A| 黃巴士| /| B| am| chi| Others
C14982| | 541.4| | 5744| 世界是平的| B| 雅言文化| Thomas L. Friedman| B| am| chi| Others
C19234| | 541.4507| | 3030| 這不是太陽花學運 : 318 運動全記錄| A| 允晨文化| 晏山農  等| B| am| chi| Liberal  Studies
C14865| | 541.62| | 6488| 解決衝突| A| 飛寶國際文化| Bjorn Gemmer, Christiane Sauer| B| am| chi| Others
C20250| | 541.7| | 4954| 偏見地圖 1 : 繪製成見| A| 行路| Yanko Tsvetkov| B| am| chi| Others
C22219| | 541.83 | | 4460| 製造共識| A| 野人文化出版| 愛德華.S.赫曼(Edward S. Herman), 諾姆.杭士基(Noam Chomsky)| B| am| chi| Economics
C17333| | 542| | 0864| 知識探究之旅 : 全球文化現象 : 麥當勞與可口可樂| A| 香港教育圖書| 許戴美霞| B| am| chi| Liberal  Studies
C17335| | 542| | 3390| 媒介之都 - 縱論大眾傳播與社會| A| 香港教育圖書| 梁麗娟| B| am| chi| Liberal  Studies
C17348| | 542| | 4074| 人文工程師| A| 商務| M. W. Thring| B| am| chi| Liberal  Studies
C17342| | 542| | 4315| 城市發展與公民參與 - 俄勒岡實驗的啟示| A| 商務| Christopher Alexander, Murray Silverstein, Shlomo Angel, Sara Ishikawa, Denny Abrams| B| am| chi| Liberal  Studies
C21114| | 542| | 4645| 貧困世代| A| 高寶| 藤田孝典| B| am| chi| Liberal  Studies
C17346| | 542| | 8211| 城市化危機| W| 商務| 鐘華楠| B| am| chi| Liberal  Studies
C12755| | 542| | 8403| 如果世界是個 100 人的村落| A| 臺灣東販| Donella H. Meadows| B| am| chi| Others
C12777| | 542| | 8403| 如果世界是個 100 人的村落| A| 臺灣東販| Donella H. Meadows| B| am| chi| Others
C21505| | 542| | 8455| 我們為什麼要讀書? 為什麼要工作?(上)| A| 采實文化| 池上彰| B| am| chi| Liberal  Studies
10434| | 542| | GRU| Chemical Magic| A| Dover| Leonard A. Ford| B| am| eng| Chemistry
C20342| | 542.1345| | 8420| 人口販子的告白| L| 大塊文化| Andrea Di Nicola, Giampaolo Musumeci| B| am| chi| Others
C20253| | 542.277| | 1054| 逃難吧......戰地記者喬裝敘利亞難民 168 hrs 偷渡紀實| A| 野人文化| Wolfgang Bauer| B| am| chi| Others
C17166| | 542.338| | 0116| 站在蛋的一邊 - 香港八十後| A| 上書局| 鄺穎萱| B| am| chi| Liberal  Studies
C17165| | 542.338| | 7529| 走向公民社會- 中港的經驗與挑戰| A| 上書局| 陳健民| B| am| chi| Liberal  Studies
C18539| | 542.636| | 4090| 東京女孩 Room Share| A| 臺灣國際角川| 木下香菇| B| am| chi| Others
C22067| | 543| | 1071| 里約熱內盧| A| | 茱莉安娜.芭芭莎| B| am| chi| 
C20609| | 543| | 4419| 有廁出租 : 政商共謀的殖民城市管治| A| 商務| 莊玉惜| B| am| chi| 中史
00522| | 543| | CHE| Chemical Calculations & Qualitative| A| Wilson| E. Cheng, J. Chow| B| am| eng| Chemistry
C21249| | 544| | 0214| 男女性別誰決定？| A| 晨星| 麻生一枝| B| am| chi| I. S.
C21521| | 544| | 2634| 愛是這樣解毒| A| | 基督教正生書院同學| B| am| chi| 
C21318| | 544| | 4027| 貧孩子.富孩子交換日記| A| 新人才文化| 張天柱, 陳樂怡| B| am| chi| Liberal  Studies
C21647| | 544| | 8254| 燃亮鬥魂，誰說夢想不可飛？| A| 超媒體| 鍾慧樺| B| am| chi| 
C14788| | 544.3| | 6704| 男人來自火星， 女人來自金星 : 365 日愛的叮嚀| A| 天下遠見| John Gray| B| am| chi| Others
C18106| | 544.3| | 6704| 男人來自火星，女人來自金星 ( 精華漫畫版 )| A| 香港中和| John Gray| B| am| chi| Liberal  Studies
C11767| | 544.37| | 1073| 名人羅曼史| A| | Louis Baldwin| B| am| chi| Others
C18322| | 544.37| | 4058| 戀愛十誡 - 走上健康的愛情路| A| 浸信會| Ben Young, Samuel Adams| B| am| chi| Others
C18323| | 544.37| | 4058| 七挑八選意中人- 如何知道就是他 / 她| A| 浸信會| Ben Young, Samuel Adams| B| am| chi| Others
C14867| | 544.37| | 4422| 50 個女生想男生知道的心事| B| 博美| 帶銀公主| B| am| chi| Others
C18324| | 544.37| | 4422| 50 個女生想男生知道的心事| A| 博美| 帶銀公主| B| am| chi| Others
C14719| | 544.37| | 4423| 大人失戀反省會| A| 大田| 藤野美奈子| B| am| chi| Philosophy & Psychology
C12047| | 544.37| | 4480| 愛 , 上了癮| A| 水晶| 黃襄| B| am| chi| Others
C15303| | 544.37| | 4480| 一定讓你感動的 212 個小故事| B| 三意文化| 黃立華| B| am| chi| Others
C18320| | 544.37| | 5088| 兩次約會見真章| A| 道聲| Neil Clark Warren| B| am| chi| Others
C17241| | 544.37| | 6060| 愛情學分自修室| A| 明窗| 呂宇俊| B| am| chi| Others
C15273| | 544.37014| | 4499| 從情人言行洞知他的心| A| 方智| 林萃芬| B| am| chi| Philosophy & Psychology
C19604| | 544.3707| | 2024| 愛情是怎麼回事| A| 幼獅| | B| am| chi| Language
TRC0218| | 544.6| | 0460| 青少年自殺 : 認識、預防及危機處理| A| 香港中文大學| 謝永齡| O| am| chi| Others
TRC0169| | 544.6| | NEW| 街頭來信| A| 零至壹| Father Peter Newbery| O| am| chi| Others
TRC0083| | 544.67| | 2355| P.S.我很好| W| 幼獅| 謝芬蘭 , 飛揚的胖子 , YY| O| am| chi| Others
TRC0076| | 544.67| | 4040| 女大十五變 - 女生行為問題剖析研文集| W| 香港教育評議會| | O| am| chi| Others
C16116| | 544.67| | 7277| 追星與粉絲 - 青少年偶像崇拜探析| A| 香港城市大學| 岳曉東| B| am| chi| Liberal  Studies
C13639| | 544.67| | 8090| 514 童黨殺人事件 - 給「閱讀報告」另一種選擇| A| 三聯| 余非| B| am| chi| Others
C14927| | 544.7| | 1123| 幸福聖戰 - e 時代情場得勝攻咯本| A| 華文網| 張璇| B| am| chi| Philosophy & Psychology
C16118| | 544.7| | 3128| 真性的風采| A| 突破| 顧若菡| B| am| chi| Liberal  Studies
C16117| | 544.7| | 4001| 左女右男 - 反轉兩性觀點| A| 突破| 周淑屏, 何力高, 區祥江, 羅乃萱| B| am| chi| Liberal  Studies
C14309| | 544.7| | 4480| 第一次得一次| A| 突破| 黃嘉儀| B| am| chi| Fiction
C14787| | 544.7| | 6704| 男女大不同 : 如何讓火星男人與金星女人相愛無礙| B| 生命潛能文化| John Gray| B| am| chi| Others
C14925| | 544.7| | 7529| 打好你的人生牌局| A| 全品| 陳墨茵| B| am| chi| Others
C17769| | 544.7338| | 2060| 香港青年趨勢分析2011| A| 香港青年協會| | B| am| chi| Liberal  Studies
C19190| | 545.1015| | 1477| 城市的精神 : 為什麼城市特質在全球化時代這麼重要?| A| 財信| Daniel A. Bell, Avner de-Shalit| B| am| chi| Liberal  Studies
C21240| | 546| | 4948| 白垃圾| A| 八旗文化| 南西.伊森伯格| B| am| chi| Liberal  Studies
04847| | 546| | LIP| Modern Inorganic Chemistry| A| E. L. B. S.| G. F. Liptrot| B| am| eng| Chemistry
08020| | 546| | TON| Advanced Level Inorganic Chemistry New Syllabus| A| Hung FungBook Co., Ltd.| C. Y. Tong| B| am| eng| Chemistry
C20257| | 546.1707| | 4499| 做工的人| W| 寶瓶文化| 林立青| B| am| chi| Others
11518| | 546.8| | JAM| Lift-the-flap Periodic Table| A| Usborne Books|  Alice James, | B| am| eng| 
C21008| | 547| | 4414| 來自凡間的天使──十個蛻變的故事| A| 天地圖書| 葉子菁| B| am| chi| 中文
C20847| | 547| | 4414| 來自凡間的天使| A| 天地圖書| 葉子菁| B| am| chi| 中文
4619.01| | 547| | 4414| 來自凡間的天使| A| 天地圖書| 葉子青| 4| am| chi| 中文
C21412| | 547| | 4463| 社工何價──專業沉思| A| 花千樹| 林昭寰, 朱志強| B| am| chi| Liberal  Studies
07892| | 547| | BAI| Organic Chemistry| A| Prentice Hall| Philip S. Bailey Jr.    ,    Christina A. Bailey| B| am| eng| Chemistry
09411| | 547| | BLO| Organic Chemistry DeMYSTiFieD - A Self-teaching Guide| A| McGrwa-Hill| Daniel R. Bloch| B| am| eng| Chemistry
05171| | 547| | HOO| Organic Chemistry| A| Welsley| Henry Hoo| B| am| eng| Chemistry
05430| | 547| | HOO| Organic Chemistry| A| Welsley| Henry Hoo| B| am| eng| Chemistry
06545| | 547| | LEU| Organic Chemistry| A| Fillans| T. M. Leung, C. C. Lee| B| am| eng| Chemistry
04640| | 547| | MOR| Organic Chemistry| A| Allyn & Bacon| Robert T. Morrison, Robert N. Boyd| B| am| eng| Chemistry
04641| | 547| | NOR| Modern Organic Chemistry| A| E. L. B. S.| R. O. C. Norman, D. J. Waddington| B| am| eng| Chemistry
04703| | 547| | ORG| Theory & Problems of Organic Chemistry| A| McGraw-Hill| H. Meislich, H. Nechamkin, J. Sharefkin| B| am| eng| Biology
08021| | 547| | POO| Concise A-Level Organic Chemistry| A| Goodman| Danny Poon| B| am| eng| Chemistry
05966| | 547| | TON| A. L. Organic Chemistry| A| Hung Fung| C. Y. Tong| B| am| eng| Chemistry
C21713| | 548| | 1464| 二十四橋明月夜| A| 明窗| 紀文鳳| B| am| chi| Liberal  Studies
C21712| | 548| | 4230| 來自遠方的呼喚| A| 明窗| 紀文鳳　| B| am| chi| Liberal  Studies
C21929| | 548| | 4341| 藝述共融| A| | 殷楚琳| B| am| chi| 
C20695| | 548| | 4492| 自殺？他殺？青少年為何走上絕路？| A| 中華| 林少峰| B| am| chi| Liberal  Studies
C20666| | 548| | 7582| 我們都是地球人 : 被遺忘的孩子| A| 三聯| 陳美齡| B| am| chi| 中文
C20848| | 548| | 7582| 我們都是地球人 : 被遺忘的孩子| A| 三聯| 陳美齡| B| am| chi| 中文
C21714| | 548| | 8242| 人生有幾個十年| A| 明窗| 紀文鳳| B| am| chi| Liberal  Studies
C21044| | 548.317092| | 8387| 唐山大地震| A| 中華書局| 錢鋼| B| am| chi| 中文
E140089| | 548.5| | DEV| The Numbers Behind NUMB3RS| A| | Keith Devlin| E| am| eng| Mathematics
C13906| | 548.69| | 4040| 神探李昌鈺破案實錄| A| 時報| 李昌鈺| B| am| chi| Others
C19280| | 548.692| | 2742| 你也能當包青天 : 中國古代犯罪偵查實務與理論| A| 獨立作家| 鄒濬智| B| am| chi| Others
C20256| | 548.72| | 1476| 死前七天 : 關於罪行與死刑背後的故事| A| 遠流| Carina Bergfeldt | B| am| chi| Others
C13992| | 548.872| | 5560| 乞丐史| A| 華成圖書| 曲彥斌| B| am| chi| Others
C15316| | 549.4226| | 4982| 解放前| A| 海鴿文化| 趙雪章| B| am| chi| 中史
C15317| | 549.4227| | 4982| 解放後| A| 海鴿文化| 趙雪章| B| am| chi| 中史
C21728| | 550| | 1040| 激進市場| A| 遠足文化| 艾瑞克.波斯納| B| am| chi| Economics
C12376| | 550| | 1060| 風眼中的經濟學| A| 匯訊| 雷鼎鳴| B| am| chi| Economics
C08706| | 550| | 1060| 用經濟學做眼睛| A| 壹出版| 雷鼎鳴| B| am| chi| Economics
C22216| | 550| | 1119| (佃農)五十憶平生--兼論經濟學的災難性發展| A| 花千樹出版有限公司| 張五常| B| am| chi| Economics
C14641| | 550| | 1123| 經濟大觀園| A| 花千樹| 張五常| B| am| chi| Economics
C14633| | 550| | 1123| 經濟解釋   卷二  -  供應的行為| A| 花千樹| 張五常| B| am| chi| Economics
TRC0118| | 550| | 1123| 經濟解釋   卷二  ---  供應的行為| A| 花千樹| 張五常| O| am| chi| Economics
C12253| | 550| | 1123| 經濟解釋| A| 商務| 張五常| B| am| chi| Economics
C12252| | 550| | 1123| 經濟解釋| A| 商務| 張五常| B| am| chi| Economics
C14175| | 550| | 1123| 經濟解釋   卷一  -  科學說需求| A| 花千樹| 張五常| B| am| chi| Economics
C14634| | 550| | 1123| 經濟解釋   卷一  -  科學說需求| A| 花千樹| 張五常| B| am| chi| Economics
C22143| | 550| | 1123| 經濟解釋 : 全五卷之一 . 科學說需求| A| 花千樹| 張五常| B| am| chi| Economics
C13114| | 550| | 1123| 經濟解釋   卷二  -  供應的行為| A| 花千樹| 張五常| B| am| chi| Economics
C14176| | 550| | 1123| 經濟解釋   卷一  -  科學說需求| A| 花千樹| 張五常| B| am| chi| Economics
C13115| | 550| | 1123| 經濟解釋   卷一  -  科學說需求| A| 花千樹| 張五常| B| am| chi| Economics
C22074| | 550| | 1160| 用地圖看懂歐洲經濟| A| | 張昱謙| B| am| chi| 
C21078| | 550| | 1328| 【超圖解】市調分析立即上手| A| SE| 石渡佑矢| B| am| chi| Economics
C21036| | 550| | 1434| 是誰決定我們的薪水? 為什麼不可能人人均富?| A| 麥田| 文安德.馮.彼特爾斯多夫(Winand von Petersdorff)| B| am| chi| 中文
C18649| | 550| | 1740| 歷史背後的經濟學| A| 信實文化行銷| 子陽| B| am| chi| Economics
C13960| | 550| | 2060| 香港經濟 : 非經濟學讀本| A| Oxford| 李劍明| B| am| chi| Economics
C21639| | 550| | 2148| 漫畫資本論| A| 大牌| 岩下博美| B| am| chi| Economics
C21323| | 550| | 2148| 漫畫資本論| A| 大牌| 岩下博美| B| am| chi| Economics
C11858| | 550| | 2191| 經濟學原理-總體經濟學| A| | 林本利,林炳文,徐耀南| B| am| chi| Economics
C19065| | 550| | 2191| 經濟@大學站 - 微觀篇| A| 經濟日報| 馮嘉耀, 周立基, 黃沛恒| B| am| chi| BAFS
C17469| | 550| | 2440| 富爸爸年輕退休| A| 南海| 天樹征丸| B| am| chi| Economics
C21455| | 550| | 2508| 斜槓青年| A| 圓神| Susan Kuang| B| am| chi| Economics
C19123| | 550| | 2510| 生活經濟學‧微觀篇| A| 經濟日報| 校園經濟編輯部| B| am| chi| BAFS
C21079| | 550| | 2683| 【超圖解】人氣品牌立即上手| A| SE| 山口義宏| B| am| chi| Economics
C19066| | 550| | 4040| 反轉經濟學 - 把顛倒的再顛倒過來| L| 經濟日報| 李逆熵| B| am| chi| BAFS
C22063| | 550| | 4413| 左右圈| A| | 黃天祥| B| am| chi| 
C21794| | 550| | 4414| 香港貨幣| A| Leisure and Cultural Services Dept| 蕭麗娟| B| am| chi| Economics
TRC0151| | 550| | 4464| 從世貿說起| W| 花千樹| 薛兆豐| O| am| chi| Economics
C18650| | 550| | 4499| 金融大騙局| A| 布克文化| 林育詩, 葉佛和| B| am| chi| Economics
C10710| | 550| | 4893| 漫畫學經濟       三| A| 明窗| 松青| B| am| chi| Economics
C10448| | 550| | 4893| 漫畫學經濟     二| A| 明窗| 松青| B| am| chi| Economics
C11889| | 550| | 4893| 漫畫學經濟     五| A| | 松青| B| am| chi| Economics
C11877| | 550| | 4893| 漫畫學經濟     四| A| | 松青| B| am| chi| Economics
C10709| | 550| | 4893| 漫畫學經濟| A| 明窗| 松青| B| am| chi| Economics
C07656| | 550| | 5000| 經濟門楣| A| 遠景| 史威德| B| am| chi| Economics
C16224| | 550| | 6091| 經濟基礎學 : 思惟與運用| B| 五南| 羅台雄| B| am| chi| Economics
C19068| | 550| | 6404| 時事 X 理論 - 30 日拆解經濟科時事題| A| 經濟日報| | B| am| chi| BAFS
C21454| | 550| | 6474| 贏家全拿| A| 聯經| 阿南德‧葛德哈拉德斯| B| am| chi| Economics
10330| | 550| | GAN| Earth in 30 Seconds | A| Ivy Press| Anita Ganeri| B| am| eng| Geography
10935| | 550| | KIR| Greenpeace| A| BookLife Publishing| Kirsty Holmes| B| am| eng| Geography
10938| | 550| | KIR| WWF World Wide Fund For Nature| A| BookLife Publishing| Kirsty Holmes| B| am| eng| Geography
11254| | 550| | LEE| There Is No Planet B| A| | Mike Berners-Lee| B| am| eng| 
11206| | 550| | MUN| How To| A| | Randall Munroe| B| am| eng| I. S.
11348| | 550| | THU| No One Is Too Small to Make a Difference| A| Penguin| Greta Thunberg| B| am| eng| Geography
11373| | 550| | WES| Electricity | A| | Hugh Westrup| B| am| eng| Physics
11384| | 550| | WIL| Half-Earth| A| Liveright| Edward O. Wilson| B| am| eng| Geography
11371| | 550| | WIN| Electromagnetism | A| | Jenna Winterberg | B| am| eng| I. S.
C16538| | 550.1| | 1702| 百辯經濟學| B| 經濟新潮社| Walter Block| B| am| chi| Economics
C16537| | 550.14| | 2054| 發現你的經濟天才 : 如何善用誘因來敲定工作、談戀愛，心想事成| A| 經濟新潮社| Tyler Cowen| B| am| chi| Economics
C18911| | 550.1657| | 0248| 國家為什麼會失敗 : 權力、富裕與貧困的根源| A| 衛城| Daron Acemoglu, James A. Robinson| B| am| chi| Liberal  Studies
C19231| | 550.187| | 1424| 二十一世紀資本論| A| 衛城| Thomas Piketty| B| am| chi| Liberal  Studies
C11761| | 550.187| | 4692| 楊懷康說經濟學家| A| | 楊懷康| B| am| chi| Economics
TRC0150| | 550.2| | 1123|  中國的經濟革命| W| 花千樹| 張五常| O| am| chi| Economics
C20394| | 550.9| | 7037| 經濟學好厲害 : 如果沒有誤用的話| A| 衛城| Dani Rodrik| B| am| chi| Economics
TRC0101| | 550.92| | 1123| 中國古代的經濟| W| 文津| 張國鳳| O| am| chi| Economics
C20761| | 551| | 2644| 消費者通識| A| 經濟日報出版社| 吳博林、徐緣、羅莉| B| am| chi| Liberal  Studies
09869| | 551| | CAP| Tsunamis| A| Benchmark| George Capaccio| B| am| eng| Geography
10332| | 551.21| | GAN| Horrible Geography - Violent Volcanoes| A| Scholastic Children's Books| Anita Ganeri| B| am| eng| Geography
09770| | 551.21| | SPI| Awesome Forces of Nature : Violent Volcanoes| A| Heinemann| Louise and Richard Spilsbury| B| am| eng| Geography
10331| | 551.22| | GAN| Horrible Geography - Earth-Shattering Earthquakes| A| Scholastic Children's Books| Anita Ganeri| B| am| eng| Geography
09873| | 551.22| | HAY| Earthquakes| A| Cengage| Julie Haydon| B| am| eng| Geography
09767| | 551.22| | SPI| Awesome Forces of Nature : Shattering Earthquakes| A| Heinemann| Louise and Richard Spilsbury| B| am| eng| Geography
09881| | 551.41| | CRO| Landforms| A| ERA| Josephine Croser| B| am| eng| Geography
10333| | 551.41| | GAN| Horrible Geography - Desperate Deserts| A| Scholastic Children's Books| Anita Ganeri| B| am| eng| Geography
08945| | 551.41| | HIL| Arid and Semi-arid Environments| A| Hodder & Stoughton| Michael Hill| B| am| eng| Geography
10814| | 551.43| | SNE| Mountains| A| Franklin Watts| Robert Snedden| B| am| eng| Geography
09879| | 551.4506| | TRU| The  African Grasslands| A| Cengage| Alan Trussell-Cullen| B| am| eng| Geography
09768| | 551.46| | SPI| Awesome Forces of Nature : Sweeping Tsunamis| A| Heinemann| Louise and Richard Spilsbury| B| am| eng| Geography
10335| | 551.48| | GAN| Horrible Geography - Raging Rivers| A| Scholastic Children's Books| Anita Ganeri| B| am| eng| Geography
08535| | 551.48| | NAG| Rivers and Water Management| A| Hodder & Stoughton| Garrett Nagle| B| am| eng| Geography
09876| | 551.48| | TRU| Dams| A| Cengage| Alan Trussell-Cullen| B| am| eng| Geography
03275| | 551.5| | ALL| Atmosphere| A| Time-Life| Oliver E. Allen| B| am| eng| Geography
09065| | 551.5| | JEN| Extreme Weather| A| Evans Brothers| Terry Jennings| B| am| eng| Geography
09067| | 551.5| | JEN| Atmosphere and Weather| A| Evans Brothers| Terry Jennings| B| am| eng| Geography
09878| | 551.51| | BRA| Wind Power| A| Cengage| Nicolas Brasch| B| am| eng| Geography
09884| | 551.51| | OMA| Monsoon : An Extreme Weather Season| A| Rosen| Mary O'Mara| B| am| eng| Geography
09870| | 551.57| | OLS| Droughts| A| Bridgestone| Nathan Olson| B| am| eng| Geography
09193| | 551.6| | FLA| The Weather Makers| B| Penguin| Tim Flannery| B| am| eng| Geography
09574| | 551.6| | HEN| The Rough Guide to Climate Change| A| Rough Guides Ltd.| Robert Henson| B| am| eng| Geography
09066| | 551.6| | JEN| Weather Patterns| A| Evans Brothers| Terry Jennings| B| am| eng| Geography
09068| | 551.6| | JEN| Changing Climates| A| Evans Brothers| Terry Jennings| B| am| eng| Geography
08884| | 551.6| | JOH| Weather and Climate| A| Foreign Language Teaching and Research Press| Rebecca L. Johnson| B| am| eng| Geography
08029| | 551.6| | MON| Weather and Climate| A| Nelson| David Money| B| am| eng| Geography
09772| | 551.6| | SPI| Can the Earth Survive -  Climate Change Catastrophe| A| The Rosen Publishing Group, Inc.| Richard Spilsbury| B| am| eng| Geography
09558| | 551.68| | HOU| Global Warming - The Complete Briefing| A| CUP| John Houghton| B| am| eng| Geography
08852| | 551.68| | JOH| Global Warming| A| Foreign Language Teaching and Research Press| Rebecca L. Johnson| B| am| eng| Geography
07273| | 551.7| | LUT| The Atmosphere| A| Prentice-Hall| Frederick K. Lutgens, Edward J. Tarbuck| B| am| eng| Geography
C20684| | 552| | 8070| 認識中國 : 從絲綢之路到共產黨宣言| A| 聯合| 諾蘭‧彼得| B| am| chi| History
09766| | 552| | DAV| Minerals, Rocks, and Soil| A| Raintree| Barbara Davis| B| am| eng| Geography
10015| | 552| | HOF| Rock Study - A Guide to Looking at Rocks| A| The Rosen Publishing Group| Steven M. Hoffman| B| am| eng| Geography
C17198| | 552.0985| | 7083| 新國富論 : 人類窮與富的命運| A| 時報| David S. Landes| B| am| chi| History
C17565| | 552.1| | 5057| 青少年也懂的全球化| A| 博雅書屋| Andre Fourcans| B| am| chi| Liberal  Studies
C12660| | 552.2| | 1123| 中國的經濟革命| A| 花千樹| 張五常| B| am| chi| Economics
C17694| | 552.2| | 4499| 2012 中國經濟不能說的秘密 : 一個趨勢投資家的真實白| A| 高寶國際| 林洸興| B| am| chi| Economics
C18283| | 552.24| | 0021| 贏戰2015 : 淘金中國十二五規劃| A| 財信| 財信出版| B| am| chi| Liberal  Studies
C20641| | 553| | 0728| 獅子山下的南亞小企業| A| 中華書局|  郭儉| B| am| chi| Liberal  Studies
C21081| | 553| | 2248| 公關智商| A| 花千樹| 利嘉敏| B| am| chi| Economics
C07666| | 553| | 4040| 賺錢門路| B| 世界| 李淇| B| am| chi| Economics
C07731| | 553| | 4060| 個人投資理財指南| A| 明窗| 古鎮煌| B| am| chi| Economics
C07709| | 553| | 7724| 股市投資策�逖 A| 萬源財經資訊| | B| am| chi| Economics
C21022| | 553| | 8735| 虎豹家族 : 起落興衰的探索和思考| A| 中華書局| 鄭宏泰| B| am| chi| 中史
C20891| | 553| | 8735| 虎豹家族 : 起落興衰的探索和思考| A| 中華| 鄭宏泰| B| am| chi| Liberal  Studies
C22187| | 553.6| | 0503| 通學8：香港製造| A| 亮光文化| 廣東話資料館 | B| am| chi| Putonghua
C07650| | 553.6| | 3390| 消費心理-營銷策略個案分析| A| 博益| 梁覺| B| am| chi| Economics
C12972| | 553.6| | 6015| 日本 7- Eleven 消費心理學| A| 台灣東販| 國友隆一| B| am| chi| Economics
C07716| | 553.6| | 7054| 麥當勞經管理的奇跡| A| 博益| John F. Love| B| am| chi| Economics
C14338| | 553.60952| | 3530| 迪士尼不是樂園| A| 進一步| 葉蔭聰| B| am| chi| Others
08877| | 553.7| | FIN| Wonders of Water| A| Foreign Language Teaching and Research Press| Nancy Finton| B| am| eng| Geography
09099| | 553.7| | LAU| Water| A| Crabtree| Darlene Lauw, Lim Cheng Puay| B| am| eng| I. S.
C20626| | 554| | 2665| 糧食爭奪戰| A| 商周| 柴田明夫| B| am| chi| Liberal  Studies
C18868| | 554.390931| | 3815| 買起日本樓 - 不動產致勝ソ策略| A| 博顥| 洋沖| B| am| chi| Economics
C18948| | 554.390941| | 8742| 買起英國樓| A| 博顥| 鄭嘉瑋| B| am| chi| Others
C17561| | 554.51| | 4003| 大工地上中國農民工之歌| A| 商務| 潘毅, 盧暉臨, 張慧鵬| B| am| chi| Liberal  Studies
C18811| | 554.61| | 0770| 煮一杯咖啡需要多少水 ? 生活事物背後的虛擬水| A| 時報| Tony Allan | B| am| chi| Liberal  Studies
C18276| | 554.68| | 4476| 能源大探索 : 石油即將枯竭 ?| A| 時報文化| Daniel Yergin| B| am| chi| Liberal  Studies
C18277| | 554.68| | 4476| 能源大探索 : 風、太陽、菌藻| A| 時報文化| Daniel Yergin| B| am| chi| Liberal  Studies
C16125| | 554.68| | 5744| 世界又熱、又平、又濟 : 全球暖化、能源耗竭、人口爆炸危機下的新經濟革命| A| 天下遠見| Thomas L. Friedman| B| am| chi| Liberal  Studies
C18488| | 554.68| | 8040| 搶救地球能源| A| 書泉| 姜亮求| B| am| chi| Geography
C17397| | 555.29| | 5446| 你所不知道的工業革命 :  現代世界的創建1776 - 1914 年| A| 博雅書屋| Gavin Weightman| B| am| chi| History
C20722| | 556| | 1001| 十九世紀古巴華工| A| 香港歷史博物館| 雷競璇| B| am| chi| History
C10640| | 556.8| | 2600| 文字遊戲| A| 號角| 白居不易| B| am| chi| Economics
C22221| | 556.93| | 1020| 百年來電車工人生活故事| A| 中華書局| 石秋新| B| am| chi| 中史
C21524| | 557| | 1004| 消失的航班| A| 遠流| 王立楨| B| am| chi| Economics
C20680| | 557| | 4082| 搭紅Van| A| 非凡| 麥錦生| B| am| chi| Others
C21111| | 557| | 7518| 電視低能我們損失什麼?| A| 遠足文化| 陳弘美| B| am| chi| Liberal  Studies
C20762| | 557| | 7544| 香港鐵路100年| A| 中華書局| 陳志華、李健信| B| am| chi| Liberal  Studies
C21685| | 557| | 8876| 香港航空125年| A| 中華| 吳邦謀| B| am| chi| History
C20106| | 557.1| | 1754| 單車生活救經濟 - 北歐可以，為什麼我們不行?!| A| 大雁| Elly Blue| B| am| chi| Others
C19916| | 557.17| | 0022| 九巴同行八十年 ( 1933 - 2013 )| A| 三聯| 高添強| B| am| chi| Liberal  Studies
C12096| | 557.2| | 0489| 鐵路| A| 三聯| Colin Hynson| B| am| chi| Others
C20364| | 557.28| | 4040| 香港電車叮囑一一O年| A| 中華| 李俊龍| B| am| chi| Others
C22127| | 557.28| | 8011| 競進存愛 電車情懷 : 香港電車職工會百年史整理| A| 中華書局| 余非| B| am| chi| 
C20363| | 557.35| | 7529| 香港巴士 90 年| A| 中華| 陳志華, 李健信| B| am| chi| Others
C10335| | 557.491| | 7073| 鐵達尼號沉沒記| A| 九歌| Walter Lord| B| am| chi| Others
C12098| | 557.491| | 9148| 重大船難| A| 三聯　| David & Susan Spence| B| am| chi| Others
C19760| | 557.64| | 0022| 方寸文學世界| A| 洪波| | B| am| chi| Interests (Hobbies)
C10339| | 557.64| | 6014| 最新世界郵票地名圖鑑| A| 保安郵票錢幣| | B| am| chi| Others
C08349| | 557.645| | 4040| 保值珍郵| A| 博益| 李英豪| B| am| chi| Others
C12771| | 557.645| | 4040| 香港珍郵| A| 博益| 李英豪| B| am| chi| Interests (Hobbies)
C09903| | 557.6455| | 8742| 圖片香港首日封和集郵藏品| A| 三聯| 鄭寶鴻| B| am| chi| Others
C11798| | 557.83| | 7529| 香港電車手冊| A| 北嶺國際| 陳自瑜| B| am| chi| Economics
C11797| | 557.83| | 7529| 香港巴士手冊   (  五  ) - 新世界第一巴士| A| 北嶺國際| 陳自瑜| B| am| chi| Economics
C14140| | 557.96| | 0026| Flying High 擁抱夢飛行| A| 天窗| 唐素芬| B| am| chi| Others
C14082| | 557.96| | 0026| Flying High 擁抱夢飛行| A| 天窗| 唐素芬| B| am| chi| Others
